nctid,status,why_stop,label,phase,diseases,icdcodes,drugs,smiless,criteria
NCT00003667,completed,,0,phase 2,['sarcoma'],"[""['C96.A', 'C46.9', 'C96.22', 'C46.0', 'C46.2', 'C92.31', 'C92.32']""]","['cyclophosphamide', 'dexrazoxane hydrochloride', 'disaccharide tripeptide glycerol dipalmitoyl', 'doxorubicin hydrochloride', 'vincristine sulfate']","['ClCCN(CCCl)P1(=O)NCCCO1', 'C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1', 'CC1=CC(O)=CC(C)=C1Cl', 'COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O', 'CC[C@]1(O)C[C@@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1']","[0.22207963135619466, -0.13180869535003298, -0.26510931302048846, -0.08587459793201832, 0.1983262137733454, 0.006920768646724475, 0.005189045440255342, -0.16645486964813322, -0.054146240424639405, -0.007596482032763303, -0.05603452012952419, 0.0752216976472085, -0.04369043068159095, -0.011832323004234114, 0.06108218215751247, 0.041443745712405305, -0.037528288107477784, 0.03601464965419053, 0.007408929664966202, 0.08461951322151207, -0.052876383439505195, 0.056487290446108465, -0.06659733380123514, -0.04871572382937448, -0.007428227993379782, 0.019750565246401734, -0.018335339797824615, -0.04596682626699054, 0.04137237230153736, 0.037278241261225746, 0.011122394526531378, 0.03126847991784648, -0.014019123597327862, 0.03731173012200409, 0.0492382758145138, 0.028664987653544645, 0.027199970397939317, -0.046301509922730646, -0.022271618036594852, 0.16869000711697962, -0.09770709235408717, 0.06835785799865754, 0.008470175123790724, 0.0704339172765335, 0.06695344528812315, -0.019387346701347577, 0.04668269093039705, 0.03241963328200641, -0.05786766612528225, 0.10923649839662981]"
NCT00003824,terminated,"
    permanently closed due to poor accrual
  ",0,phase 3,['bladder cancer'],"[""['D30.3', 'C67.5', 'C67.9', 'C79.11', 'C67.0', 'C67.1', 'D41.4']""]","['cephalexin', 'ciprofloxacin']","['CC1=NC=C(N1CCO)[N+]([O-])=O', 'OC(=O)C1=CN(C2CC2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O']","[0.2853005296498736, -0.11323883679600275, -0.3155081252990295, -0.03294209396045238, 0.21242980977852657, -0.012602865388135685, 0.11588842089326475, -0.1510918308167475, -0.07290478356414187, -0.013177768515387675, -0.04362932984770286, 0.08982831843440671, -0.05501633891716299, -0.10728214966181174, 0.09789474794761469, -0.026122852451361096, -0.06161022489932653, 0.024535952270787205, -0.030188674226406958, 0.11171363070325499, 0.013864649196419842, 0.05326808331187982, -0.0815928161063357, 0.02084036893962903, -0.04110439344841111, 0.029550106546261425, -0.00664332953171138, -0.019114277019159118, 0.014137143630483847, 0.07661233671567157, -0.003922008684954789, 0.07368684804431898, 0.029529726138431873, 0.03595167596557064, 0.042663380646301555, 0.037989947655904806, -0.03657367685556239, -0.04929464473597548, -0.010019785752402316, 0.11265830650722372, -0.057874809545693254, 0.06000827898554052, 0.0482885319703097, 0.052542857096717646, 0.04168462550216355, 0.008210935327899913, 0.06132305055863493, -0.027565289886310566, -0.06451167007871308, 0.06967352167224931]"
NCT00003941,completed,,0,phase 3,"['mediastinal cancer', 'metastatic cancer', 'testicular germ cell tumor']","[""['C05.2', 'C10.0', 'C16.0', 'C16.4', 'C17.0', 'C17.1', 'C17.2']"", ""['E29.0', 'E29.1', 'E29.8', 'E29.9', 'E89.5', 'N50.811', 'N50.812']""]","['cisplatin', 'etoposide', 'ifosfamide']","['[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC', 'OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1', 'N[C@@H](CCCNC(N)=N)C(O)=O']","[0.2717004257578849, -0.11061653706729731, -0.30532973683724196, -0.11200994982114129, 0.2524036815153439, 0.0012109155862238992, -0.00834741345976327, -0.19260482238892365, -0.0608304323105565, -0.005984551493202976, -0.07368831490285879, 0.06003222393226544, -0.03161059013008221, 0.0008163887125751882, 0.05375999058113701, 0.037523698955742174, -0.0072691565397993265, 0.046738723271201536, -0.008970589189421391, 0.07131990327058847, -0.02653167466633775, 0.0497273141218556, -0.03823009605219646, -0.011201015148500098, -0.06576484628767727, -0.01737789968385376, -0.0029102908568815755, 0.021814081966775346, 0.009732041036142412, 0.04160511302395575, -0.0518206959318668, 0.062052470118421035, -0.0050632387504857, -0.01061635381036562, -0.00155063652481595, 0.016075918875392902, 0.003933366290496843, -0.03521095729383325, -0.0011770175030544883, 0.12046522901095869, -0.0440109325537667, 0.04529488199371769, 0.026950963268748056, 0.04611368969850227, 0.03500361708087987, -0.009914334303874861, 0.025699822983033704, 0.019883302743664587, -0.05608679342253718, 0.0710486926531392]"
NCT00003958,completed,,0,phase 3,"['adult malignant mesenchymoma', 'adult rhabdomyosarcoma', 'alveolar childhood rhabdomyosarcoma', 'childhood malignant mesenchymoma', 'embryonal childhood rhabdomyosarcoma', 'embryonal-botryoid childhood rhabdomyosarcoma', 'nonmetastatic childhood soft tissue sarcoma', 'previously untreated childhood rhabdomyosarcoma', 'stage i adult soft tissue sarcoma', 'stage ii adult soft tissue sarcoma', 'stage iii adult soft tissue sarcoma']","[""['R18.0', 'C17.3', 'G21.0', 'J91.0', 'C05.2', 'C10.0', 'C16.0']"", ""['F80.81', 'F84.3', 'F93.8', 'F93.9', 'R62.0', 'E71.520', 'F64.2']"", ""['F80.81', 'F84.3', 'F93.8', 'F93.9', 'R62.0', 'E71.520', 'F64.2']""]","['vincristine sulfate', 'cyclophosphamide', 'topotecan hydrochloride']","['CC[C@]1(O)C[C@@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1', 'ClCCN(CCCl)P1(=O)NCCCO1', 'CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O']","[-0.004649282065094229, -0.15684473477728694, -0.0743786820048612, 0.02186966961590991, -0.032676123456444287, 0.02453574158152281, 0.03145773839828932, -0.0034928547455792963, 0.005710195102861878, 0.0029161589829139536, 0.01632467365200943, -0.03872448526800273, 0.01590336241205438, 0.016078793396559078, 0.01550174404362006, -0.004122887577988277, -0.006276625779020428, -0.006785329818729561, -0.01768869159552395, -0.02593589063190756, 0.012285440327793346, -0.012353353157249721, 0.015346942800058844, 0.023991149583896726, -0.04573613631353241, 0.010520202433363973, 0.011622473951580236, 0.01224471034467466, -0.01008107454110942, 0.004634410219435202, -0.019241119423273587, 0.037410918622748576, -0.04659900080537718, 0.005027521332252825, 0.002755222867583902, -0.03007880007565595, -0.03126110275181268, -0.017267538355896617, 0.016807333901528325, 0.016906249453999544, 0.00237131166560836, -0.05914122539470819, -0.02936411394514072, 0.02473610744392147, 0.003436799922762972, -0.03951277831399823, 0.05041324517845648, -0.0231617598049201, 0.023693889733583873, 0.029394107165755183]"
NCT00004031,completed,,1,phase 3,['lymphoma'],"[""['S33.110S', 'S33.111S', 'S33.120S', 'S33.121S', 'S33.130S', 'S33.131S', 'S33.140S']""]","['chop regimen', 'carmustine', 'cyclophosphamide', 'doxorubicin hydrochloride', 'etoposide', 'prednisone', 'vincristine sulfate']","['CCO', 'ClCCNC(=O)N(CCCl)N=O', 'ClCCN(CCCl)P1(=O)NCCCO1', 'COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O', 'OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1', '[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C', 'CC[C@]1(O)C[C@@H]2CN(C1)CCC1=C(NC3=CC=CC=C13)[C@@](C2)(C(=O)OC)C1=C(OC)C=C2N(C=O)[C@@H]3[C@]4(CCN5CC=C[C@](CC)([C@@H]45)[C@@H](OC(C)=O)[C@]3(O)C(=O)OC)C2=C1']","[0.2131073895153605, -0.10547197675945523, -0.20992364479052802, -0.04872619724642333, 0.0940655112714095, 0.022994514346595957, -0.025786542923323698, -0.1758916803358042, -0.0332576344980518, -0.1007817819214332, 0.016012690206880533, -0.019376894498340454, 0.012885905617512716, -0.1257440283538107, 0.11136482512751326, -0.10146027249531102, -0.13586455393514973, 0.0755794989021487, -0.02341110452530275, 0.11591918921025919, 0.08969060484876647, -0.019761789998429306, 0.0045113918787639635, 0.013520032688148406, -0.04754920351120963, 0.06247375938347456, 0.10885087925328445, 0.02991245031599842, -0.024946991386770073, -0.031212013630440804, -0.018677865108741625, -0.02214602989375653, -0.13714467836360703, 0.03450916443542697, 0.010448057154012985, -0.04233686958751766, 0.14144815525524423, 0.0007306311892105623, -0.0032617546678502933, 0.08564657896147637, -0.014612409009328697, 0.07406439669673243, -0.025692317833174834, -0.0025714162507867217, 0.011016011123658983, 0.010713634947634405, 0.0250634111124034, 0.007779670876170992, 0.027661964158114293, 0.05472164090907675]"
NCT00005997,terminated,"
    slow accrual for cohort ii
  ",0,phase 2,"['extrahepatic bile duct cancer', 'gallbladder cancer', 'liver cancer']","[""['C24.0', 'D13.5']"", ""['C23', 'D37.6']"", ""['D13.4', 'Z85.05', 'C22.8', 'C78.7', 'C22.9', 'D37.6']""]",['becatecarin'],['CCN(CC)CCN1C(=O)C2=C(C1=O)C1=C(N([C@@H]3O[C@H](CO)[C@@H](OC)[C@H](O)[C@H]3O)C3=C(Cl)C=CC=C13)C1=C2C2=C(N1)C(Cl)=CC=C2'],"[0.26464685857084636, -0.12568205985259898, -0.2767799515984593, -0.13692699798014143, 0.24282649656791647, 0.011695778645785712, -0.02168996890491428, -0.1680200430137355, -0.04853157942794924, -0.0148129027276299, -0.06402683637875653, 0.08903805612739153, -0.0015905614616581036, -0.002330069640538522, 0.05200573096720011, 0.06434517859711966, -0.03507487146092732, 0.020015695921285104, -0.01465742362628418, 0.07399887763754842, -0.06898674657922346, 0.0527808878265358, -0.04335148631610274, -0.02539420876040408, -0.0025997303439374217, 0.0777481605190195, -0.01403325747892234, -0.03313897624621885, 0.04111643480199689, 0.055302905305868066, -0.0017160754801546093, 0.03911160213837446, -0.011190116661210767, 0.026086443717189888, 0.04681424634426381, 0.03792768102383075, 0.03434329308629199, -0.04141225713963533, -0.01599466936344556, 0.1403911315549621, -0.0549408294372654, 0.043162559492496116, 0.025373621959632414, 0.039838435710011735, 0.05553068140531607, 0.007015699296127324, 0.024896071589597963, 0.032361242507455056, -0.05146804585384603, 0.08601220964091134]"
NCT00006356,terminated,"
    low accrual
  ",0,phase 3,['ovarian cancer'],"[""['C05.2', 'C10.0', 'C16.0', 'C16.4', 'C17.0', 'C17.1', 'C17.2']""]","['carboplatin', 'cisplatin']","['N[C@@H](CCCNC(N)=N)C(O)=O', '[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC']","[0.2982263010721631, -0.10458406067030701, -0.29494627849578653, -0.09852718571742734, 0.2348331169439189, -0.0010113585650103976, 0.010447883509882103, -0.15264661569783036, -0.05076606230004589, -0.01139463675656687, -0.053082642541228395, 0.07883253822979681, -0.045603381254587606, 0.007921066303822402, 0.05520219148066049, 0.05164783737046903, -0.01864495561979883, 0.047383303834079626, -0.012514718191371366, 0.09198383546058289, -0.04452482852055249, 0.050727466263888965, -0.04734268237052888, -0.014929877671530895, -0.027901584553111536, 0.015701285472562464, -0.009362399323986779, -0.009805441177189815, 0.026142926102605428, 0.03312347256085828, -0.025818788447505753, 0.03736715237383125, -0.016758184827287952, 0.001983408657274509, 0.004539019756012687, 0.03574962145325314, -0.014369670953929709, -0.020979668810468706, -0.02037904516893445, 0.11984510661074577, -0.041963367644133484, 0.06481048838606379, 0.011759742358457973, 0.03699869348361758, 0.04095235287054233, -0.002485394024224889, 0.03176272635647119, 0.0065221235629463695, -0.05388409190644437, 0.0855755408003019]"
NCT00006371,terminated,"
    low accrual
  ",0,phase 2,['prostate cancer'],"[""['C61', 'D29.1', 'D40.0', 'Z15.03', 'Z80.42', 'Z85.46', 'Z12.5']""]","['aminoglutethimide', 'ketoconazole', 'therapeutic hydrocortisone']","['CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1', 'OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1', '[H][C@@]12CC[C@](O)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C']","[0.1378622328601779, -0.17480309126877464, -0.26865903080353615, -0.016993549456259475, 0.1649381238381571, -0.0035386239741982293, 0.09983877798182747, -0.17326135121479413, -0.06826062525362149, 0.012992147604747489, -0.05503576138228181, 0.10272846580254347, -0.04039557334635175, -0.11149124586299715, 0.10536854506113733, -0.028983968233624962, -0.03809786448728662, 0.019706831798890562, 0.012939698084630542, 0.09429584564698651, -0.016931661300392434, 0.07808771413939362, -0.12072041411553006, -0.052357686404459015, 0.008369383747683277, 0.008914631733556255, -0.006889952429663715, -0.015958309353020044, 0.026563857524172608, 0.07461025390300531, 0.03452706980659894, 0.09121920149946534, -0.02666992666568211, 0.03776429592878152, 0.06996709689258926, 0.013828055849623539, 0.06361141798122276, -0.07484983385613726, -0.027712461646324637, 0.24210031182010647, -0.11127732929643719, 0.0551707383013186, 0.03941740266833075, 0.07482630045627284, 0.06035593562399734, -0.013428977961075391, 0.09363910214755358, 0.07477410080278322, -0.07762485045858078, 0.14502084878834806]"
NCT00021112,terminated,"
    low accrual
  ",0,phase 2,['lung cancer'],"[""['C78.00', 'C78.01', 'C78.02', 'D14.30', 'D14.31', 'D14.32', 'C34.2']""]","['cisplatin', 'etoposide']","['[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC', 'OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1']","[0.30128259601406493, -0.08902829448240596, -0.304503817506951, -0.07157247210842677, 0.2288955489958151, -0.008549766292599294, 0.06687698036084798, -0.11352832446549392, -0.057316735493346635, 0.015994409366525603, -0.06946116487267488, 0.040755493601815684, -0.03786027445188117, -0.00704459539168433, 0.04402390148866563, 0.002228336465566587, -0.02935014056159153, 0.03927570996196718, 0.014702018276019737, 0.09937363257638068, -0.016319664554654424, 0.02341756023180825, -0.004960417652027455, 0.017353778829637338, -0.09931906449469324, 0.00817044235533502, 0.018208416439691143, 0.0024415466009357492, 0.018540104969383832, 0.04032299152614755, -0.07576360419992967, 0.040010289334291335, 0.012400154633938685, 0.02022308398170517, 0.018526215749900567, -0.004864912921496929, -0.008936147011163348, -0.026230857336699238, 0.03046633033527723, 0.061933965246947165, -0.006197914370249344, -0.0037954385627588585, 0.03534135329159023, 0.027884740347504496, 0.025148221765471147, -0.014252520565038767, 0.025832457735495817, 0.026457342289909997, -0.01706658745748995, 0.02403410762603378]"
NCT00025272,completed,,0,phase 2,['lung cancer'],"[""['C78.00', 'C78.01', 'C78.02', 'D14.30', 'D14.31', 'D14.32', 'C34.2']""]","['carboplatin', 'etoposide', 'topotecan hydrochloride']","['N[C@@H](CCCNC(N)=N)C(O)=O', 'OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1', 'CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O']","[0.30466730331169556, -0.10618754623322016, -0.30696607212816407, -0.09301930477699032, 0.25088770792804016, -0.00392492232787112, 0.03759424148730582, -0.1386348578283499, -0.05829644459675352, -0.0033317456451588344, -0.06905199247590377, 0.07987671830631761, -0.032120332572108765, -0.021262351683196436, 0.06290844453369572, 0.004161765240232021, -0.042695566505529955, 0.02290595422927881, 0.0017993711140014926, 0.07687385355921517, -0.04304722366125128, 0.03596020430397433, -0.02630632314513747, -0.011703697898155589, -0.07370566644353162, 0.0664638004929823, -0.01781619098227418, -0.027469124677694114, 0.06533036387609886, 0.07411921113889389, -0.044177926277886956, 0.04116290369528424, 0.005470153884030791, 0.051616398788080366, 0.0624863100647172, 0.005562589471214213, 0.008945884083101027, -0.023903209941427823, 0.009862531340826791, 0.09208409555716257, -0.03155461678845846, 0.02280449998825246, 0.011064740587112995, 0.042320613257573955, 0.04515744101660711, -0.031286086514606834, 0.04093884453247139, 0.05719389811843386, -0.014154929940480166, 0.08404291841559758]"
NCT00030407,completed,,0,phase 2,['lung cancer'],"[""['C78.00', 'C78.01', 'C78.02', 'D14.30', 'D14.31', 'D14.32', 'C34.2']""]","['celecoxib', 'docetaxel']","['COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C', '[H][N]1([H])[C@@H]2CCCC[C@H]2[N]([H])([H])[Pt]11OC(=O)C(=O)O1']","[0.3381236982350225, -0.06622374933273421, -0.33024644673200904, -0.09958244569661034, 0.2627495859283835, -0.01954119584247373, 0.07176974613983052, -0.11487984476899697, -0.0652903014821939, 0.008259369242126394, -0.0693771460458152, 0.03575408039227721, -0.02461383322446466, -0.03550032962311417, 0.016460259105010693, -0.01844937236520391, -0.004058202413067145, -0.005970970420972041, 0.022468839383012452, 0.08756174831220817, -0.028465423151012265, 0.01055622682933217, 0.01925688902571577, -0.00871659138847676, -0.081112079419187, 0.017546480135320612, -0.02534349523776197, -0.0123011128768032, -0.0003938510410437787, 0.035532364398486824, -0.08160592164258376, 0.027503660650604583, 0.03217087788335444, -0.025032939296681888, 0.004351616671245739, 0.003459106481806834, -0.021926352502812232, 0.0012164596422165413, 0.02812995951308823, 0.019020167199994165, 0.04502337988443226, 0.002934704488987252, 0.004568479374641224, 0.040456367631184466, 0.014948117894289212, -0.012345590686431927, 0.011331883105885279, 0.0702451120558568, -0.0013898626064315113, 0.0266869713546914]"
NCT00031044,completed,,0,phase 1/phase 2,['hiv infections'],"[""['Z21']""]","['enfuvirtide', 'amdoxovir']","['CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CN=CN1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(C)=O)[C@@H](C)O)[C@@H](C)CC)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O', 'NC1=NC(N)=C2N=CN([C@H]3CO[C@@H](CO)O3)C2=N1']","[-0.02268781133090738, 0.1418091604821914, -0.009813265084550549, 0.030723198960774478, -0.07761156375980577, -0.05640997880506193, 0.003754089405882019, -0.09735704017642352, -0.026263732110587718, 0.030000294124792166, 0.015887851293321768, 0.10594859453140096, 0.04807448034097991, -0.050641965874718045, -0.17483795686861886, 0.06883926738528356, -0.07368814768033062, -0.060895370437186236, 0.061237728844953265, -0.04538160299540721, -0.045096513420216554, -0.007118783955875546, -0.1483256418337363, 0.04875727204911601, -0.07098861397088244, -0.10007650351424816, 0.23813967660128393, -0.006462373223638991, 0.17334122263273125, -0.07140935888231295, 0.0028670303866509474, -0.1074387561038391, -0.10866545519634638, -0.00759149476446447, 0.09859418829722577, 0.00788393091212648, -0.13446686650889356, 0.0502099774065866, -0.023075943726066493, -0.03737221286467929, 0.015270017034925093, 0.03043181369230416, -0.011366231240159331, 0.20598870772432104, -0.08735151708715094, -0.023052041345278006, -0.04811252913806752, -0.03303822848196904, 0.009944008065257443, 0.060482538461338164]"
NCT00033553,completed,,0,phase 2,['lung cancer'],"[""['C78.00', 'C78.01', 'C78.02', 'D14.30', 'D14.31', 'D14.32', 'C34.2']""]","['carboplatin', 'gemcitabine hydrochloride', 'paclitaxel']","['N[C@@H](CCCNC(N)=N)C(O)=O', 'NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F', '[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\\C=C(C)\\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\\C=C\\C=C\\C=C(C)\\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](OCCO)[C@@H](C1)OC']","[0.3072532612419268, -0.09999522741163622, -0.22628545641220787, -0.055914586008194475, 0.1884386394992283, 0.011847626083527222, 0.04384005831251061, -0.08177086023525232, -0.04140182080173262, -0.013131246936876954, -0.05618899042930172, 0.04500948213897964, -0.04161970556672073, 0.011737774058970814, 0.03861552159752076, -0.022347361948816452, 0.003707893111813039, 0.025075766713571868, 0.012584859657124706, 0.024582105415163022, -0.0013357735758162334, -0.004865024416668156, 0.03317968127794295, 0.026853817440639728, -0.08912804700619023, 0.07293949549980894, 0.01840531064950724, -0.006783329719412505, 0.0419617672464789, 0.03059413804558439, -0.07770487239308221, 0.03091159922886292, 0.0036373287417555467, 0.0677134959394021, 0.028955459310905984, -0.017202404137051992, 0.018419208191954976, -0.020226405794284957, 0.05114077699433668, 0.023658358967750745, -0.022693885521835953, -0.046054332478069684, 0.01779995118636573, 0.02414976156799966, 0.014839362613885406, -0.040778314742537486, 0.016880652271089806, 0.019782026003716015, 0.010607694206040222, 0.001870953356470441]"
NCT00035048,completed,,0,phase 3,['major depressive disorder'],"[""['F33.0', 'F33.1', 'F33.9', 'F32.0', 'F32.1', 'F32.9', 'F33.40']""]","['aprepitant', 'comparator: placebo (unspecified)']","['[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","[-0.10156000772756427, -0.18399744244944602, 0.12439973362301857, 0.15253974940901277, 0.1795078543773318, -0.13997830614351575, -0.07356351235073857, 0.07187429748882708, 0.03069983520474, -0.08690883928052545, 0.006537963155317819, 0.0137082389699057, 0.00037291535765601876, -0.026018395737094264, -0.03274284068960471, -0.030022167707760526, -0.009986012962683293, 0.007744743156017082, -0.006423777944902781, -0.023541423637875446, -0.02870230942892783, 0.002215025825229614, -0.04403120204917629, 0.019672200699312067, -0.03477811395456668, 0.006535319821410586, -0.030967642210398126, 0.0075968652746652085, -0.00962256075308297, 0.01997840836391441, -0.0016612491744976518, 0.006327456227656325, 0.019711254289081194, -0.07289492772857659, 0.020431919923382426, 0.04438615661187678, 0.03340613616152075, -0.02364879993612094, -0.0055754993837415084, 0.037361029818875596, 0.010686522885574637, 0.010097790857866764, 0.017734374314510713, -0.0006976381368418442, -0.0008644963845055597, 0.055527705481786004, -0.05577234033039062, 0.002838011825145657, -0.034929894581894556, 0.022302512657725575]"
NCT00040456,terminated,"
    lack of accrual
  ",0,phase 2,['hemoglobin sc disease'],"[""['D56.5', 'D56.4', 'D58.2', 'D59.5', 'D59.6', 'R82.3']""]","['mg pidolate', 'placebo']","['OC(=O)[C@@H]1CCC(=O)N1', 'CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O']","[0.1865015378398976, -0.07661792201550678, 0.2991490483457223, -0.05261464549832486, 0.13194494005119248, 0.03812739881488283, -0.006247538780680598, -0.050607272338716924, -0.008251863861450909, -0.05491206380357514, -0.06225517595004666, 0.03187315141202807, -0.05435532563884995, 0.02487494810125268, 0.0009592004948485021, 0.006908404311356343, 0.07409381219316115, 0.029686778622925798, -0.04058774510181765, 0.03249726190949602, 0.011012699722264232, -0.018689930353751636, 0.07775954586005844, -0.022931664799910777, -0.0034553296994527124, -0.07762941165807802, 0.034948695420261564, 0.002970632577373769, 0.02760094083118706, -0.030753744029283037, -0.04034509037697781, -0.04781713954406403, -0.01899292136142292, -0.06135671399429976, -0.051588101885235924, -0.026340469494868395, -0.006473976282427256, 0.05775954255272504, -0.04546533364025195, -0.013500002630516483, 0.039130027277303366, 0.03902087490334324, -0.016578794550490918, 0.027958886067125717, -0.01050848252818282, 0.04660868444366162, 0.014680653267130467, 0.028323576468522037, -0.019785716200265584, 0.024351361353335554]"
